Date,Startup,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType,CR,Year,Month
2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"koen bouwers, lomesh agarwal, jeroen mensen, pablo van den bosch & others",Seed Funding,4.125,2017.0,April
2017-05-04,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"deepak kulkarni, sandeep pangal",Seed Funding,0.0,2017.0,May
2017-05-04,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,zephyr peacock india,Private Equity,24.75,2017.0,May
2017-05-04,DataWeave,Technology,Business Intelligence Solutions,Bangalore,"freakout group, blume ventures, herb madan, waterbridge ventures",Private Equity,0.0,2017.0,May
2017-06-04,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"mahindra partners, eight roads ventures, f-prime capital partners",Private Equity,173.25,2017.0,June
2017-06-04,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"accel partners, shunwei capital",Private Equity,41.25,2017.0,June
2017-07-04,Startup Buddy,Consumer Internet,Startup Support Platform,Gurgaon,"youwecan ventures,",Seed Funding,0.0,2017.0,July
2017-07-04,QorQI,Healthcare,Online Healthcare provider,Noida,paytm,Seed Funding,0.0,2017.0,July
2017-07-04,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurgaon,"ishwar singh,farhaan shabbir",Seed Funding,0.0,2017.0,July
2017-07-04,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"bessemer venture partners, orios venture partners, trifecta capital,",Private Equity,148.5,2017.0,July
2017-08-04,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,labruyere eberl\\xc3\\xa9,Private Equity,0.0,2017.0,August
2017-08-04,FastFox,Consumer Internet,Online rental discovery platform,Gurgaon,"lightspeed india partners, blume ventures, cyberagent ventures, growx ventures, imj investment partners",Private Equity,37.95,2017.0,August
2017-10-04,Omnify,Technology,SaaS platform for SMEs,Bangalore,"rajan anandan, l.d sharma, saurabh arora",Seed Funding,1.2375,2017.0,October
2017-10-04,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,mahindra and mahindra financial services,Private Equity,18.975,2017.0,October
2017-11-04,Ninjacart,eCommerce,B2B agri-marketing platform,Bangalore,"accel partners, nandan nilekani\\xe2\\x80\\x99s nrjn trust, mistletoe, qualcomm ventures, m&s partners",Private Equity,45.375,2017.0,November
2017-11-04,MergerWare,Technology,Software solutions for M&As,Bangalore,philippe bouchet,Seed Funding,0.825,2017.0,November
2017-11-04,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"sushil kumar, sandeep singh",Seed Funding,0.0,2017.0,November
2017-12-04,Clovia,eCommerce,Online lingerie & Sleepwear etailer,New Delhi,"ivycap ventures advisors, singularity ventures and ravi dhariwal",Private Equity,33.0,2017.0,December
2017-12-04,Emiza,Logistics,Third Party Logistics provider,Mumbai,"mayfield, nishant rao, dileep nath",Private Equity,37.125,2017.0,December
2017-12-04,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"dhi group inc, prime venture partners, beenext, beenos, digital garage, bizreach",Private Equity,37.125,2017.0,December
2017-12-04,Squadrun,Technology,Software-As-a-Service Platform,Noida,"blume ventures, contrarian capital, 91springboard, emergent ventures, abstract ventures, anthill ventures, axilor ventures",Private Equity,17.325,2017.0,December
2017-12-04,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"mape advisory group, r ramaraj, corvus ventures",Seed Funding,0.0,2017.0,December
2017-12-04,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,z nation lab,Seed Funding,0.0,2017.0,December
2017-04-13,SafetyKart,eCommerce,Safety & Hygiene Products etailer,Gurgaon,redcliffe capital,Private Equity,0.0,2017.0,April
2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"urrshila kerkar,",Private Equity,63.525,2017.0,April
2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,simi pacific pte,Private Equity,2145.0,2017.0,April
2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall industries development bank of india (sidbi),Seed Funding,2.5575,2017.0,April
2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"tolaram inc, mountain pine capital",Private Equity,12.375,2017.0,April
2017-04-17,Navia Life Care,Technology,Health Technology platform,New Delhi,benori ventures llp,Seed Funding,0.0,2017.0,April
2017-04-17,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,jacqueline fernandez,Seed Funding,0.0,2017.0,April
2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"nibhrant shah, anandbir singh, anirudh sheth, pratik singhi, vikram mehta, murali nair",Seed Funding,1.44375,2017.0,April
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"gaurav kachru, sundeep singh sahni, jatin aneja, arun malhotra",Seed Funding,5.115,2017.0,April
2017-04-17,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,village capital,Seed Funding,0.0,2017.0,April
2017-04-17,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,anicut capital,Private Equity,38.3625,2017.0,April
2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,indianivesh venture capital fund,Private Equity,16.5,2017.0,April
2017-04-18,Whodat,Technology,Markerless AR platform,Bangalore,ideaspring capital,Private Equity,4.95,2017.0,April
2017-04-18,Absentia VR,Technology,Virtual Reality Startup,Bangalore,exfinity venture partners,Private Equity,10.3125,2017.0,April
2017-04-19,IOTrek,Technology,IoT Platform for Bus,New Delhi,undisclosed investor,Seed Funding,1.27875,2017.0,April
2017-04-20,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"sidbi venture capital ltd, kalaari capital",Private Equity,24.75,2017.0,April
2017-04-20,Wooplr,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bangalore,ankit nagori,Private Equity,0.0,2017.0,April
2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"ravi garikipati, surot chatterjee, ashish agrawal, lg chandrasekhar, sashi reddi",Seed Funding,8.25,2017.0,April
2017-04-24,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"ligthbox ventures ii, lightbox expansion fund, sequoia capital india, runet south asia, rb investments",Private Equity,51.975,2017.0,April
2017-04-24,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"softbank vision fund, lightspeed venture partners, sequoia capital india advisors, greenoaks capital partners",Private Equity,2062.5,2017.0,April
2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,wgg international,Private Equity,26.4,2017.0,April
2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi ventures, axilor ventures, 500 startups, binny bansal",Seed Funding,0.0,2017.0,April
2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"arun tadanki, aditya verma",Seed Funding,2.02125,2017.0,April
2017-04-25,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,trifecta capital,Private Equity,25.575,2017.0,April
2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,sequoia india,Private Equity,165.0,2017.0,April
2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bangalore,"times internet,matrix partners",Private Equity,0.0,2017.0,April
2017-04-26,Flytxt,Technology,Customer data analytics software,Mumbai,dah beteiligungs gmbh,Private Equity,90.75,2017.0,April
2017-04-26,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,s. xavier britto,Seed Funding,12.375,2017.0,April
2017-04-26,StalkBuyLove,eCommerce,Online fashion marketplace,New Delhi,trifecta capital,Private Equity,8.25,2017.0,April
2017-04-26,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"orios ventures partners, team builder ventures, omidyar networks",Private Equity,0.0,2017.0,April
2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"agnus capital, khattar holdings",Private Equity,29.7,2017.0,April
2017-04-27,Autobix,Technology,Software Solutions for Auto Dealership,Pune,gardx international,Seed Funding,0.0,2017.0,April
2017-04-27,eShiksha,Technology,Education Institution Management Solutions,Jaipur,cross border angels & experts,Seed Funding,0.0,2017.0,April
2017-04-27,iNurture,Consumer Internet,Online Educational courses,Bangalore,blacksoil capital pvt. ltd,Private Equity,12.375,2017.0,April
2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,accel partners,Seed Funding,6.1875,2017.0,April
2017-04-28,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,poshika financial ecosystem,Seed Funding,0.0,2017.0,April
2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,nb ventures,Private Equity,0.0,2017.0,April
2017-01-03,Ola,Consumer Internet,App based cab aggregator,Bangalore,softbank group corp,Private Equity,2722.5,2017.0,January
2017-01-03,Belong,Consumer Internet,Online Jon Portal,Bangalore,sequoia capital india,Private Equity,82.5,2017.0,January
2017-01-03,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"calcutta angels network (can), augment ventures",Seed Funding,0.0,2017.0,January
2017-01-03,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,"vishwadeep bajaj, harsh kundra, nandkumar rane, ln buddharaju, anupam tyagi",Seed Funding,0.0,2017.0,January
2017-02-03,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"ventureast, endiya partners, eight roads ventures, f-prime capital partners",Private Equity,12.375,2017.0,February
2017-02-03,Karomi,Technology,Packaging Artwork Management software,Chennai,ideaspring capital,Seed Funding,4.125,2017.0,February
2017-02-03,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,lightspeed venture partners,Private Equity,20.625,2017.0,February
2017-02-03,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,langoor,Seed Funding,0.0,2017.0,February
2017-02-03,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,quona capital,Private Equity,62.7,2017.0,February
2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"chandigarh angels network, social alpha and other unnamed angel investors",Seed Funding,0.0,2017.0,March
2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"bhupen shah, jayesh parekh, sanjay sathe",Seed Funding,2.26875,2017.0,March
2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"sandeep aggarwal, gautam chhaochharia, r balachandar",Seed Funding,0.0,2017.0,March
2017-03-03,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"bennett, coleman and company ltd",Private Equity,55.275,2017.0,March
2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,undisclosed angel investors,Seed Funding,0.0,2017.0,March
2017-03-03,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bangalore,alibaba,Private Equity,1650.0,2017.0,March
2017-04-03,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,cdc group plc,Private Equity,160.875,2017.0,April
2017-06-03,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,atul nishar,Seed Funding,9.9,2017.0,June
2017-06-03,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"aneesh seth, tushar mittal",Seed Funding,1.2375,2017.0,June
2017-06-03,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,sidbi venture capital fund,Private Equity,14.7675,2017.0,June
2017-07-03,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,accel partners,Private Equity,82.5,2017.0,July
2017-07-03,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,star india pvt ltd,Private Equity,82.5,2017.0,July
2017-07-03,Data Resolve,Technology,Cyber Security Solutions,Noida,idfc parampara early stage opportunities fund,Private Equity,8.25,2017.0,July
2017-07-03,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,national science and technology entrepreneurship development board,Seed Funding,0.2475,2017.0,July
2017-07-03,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"idg ventures india, michael & susan dell foundation, draper associates, unitus seed fund",Private Equity,30.1125,2017.0,July
2017-08-03,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,private sector banks (debt funding),Private Equity,123.75,2017.0,August
2017-08-03,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"idg ventures, axilor ventures, emergent ventures, indian angel network",Seed Funding,9.075,2017.0,August
2017-08-03,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,y combinator,Seed Funding,0.99,2017.0,August
2017-08-03,Parentune,Consumer Internet,Online Community for Parents,Gurgaon,"kae capital, segnel ventures",Private Equity,0.0,2017.0,August
2017-09-03,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,deepak gurnani,Seed Funding,4.125,2017.0,September
2017-09-03,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,times internet ltd,Private Equity,37.125,2017.0,September
2017-10-03,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,indian angel network,Seed Funding,3.65475,2017.0,October
2017-10-03,iOrderFresh,ECommerce,Online fresh fruits and grocery store,New Delhi,singapore angel network,Seed Funding,0.0,2017.0,October
2017-10-03,Lavelle Networks,Technology,SDN Solutions,Bangalore,ideaspring capital,Seed Funding,4.95,2017.0,October
2017-10-03,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,"asuka, pravega ventures, beenext",Seed Funding,0.0,2017.0,October
2017-03-14,MyDermacy,Consumer Internet,Online Dermatology consultation platform,New Delhi,cyber carrier,Private Equity,0.0,2017.0,March
2017-03-15,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,"florintree, mathew cyriac, chidambaram palaniappan, bharat sheth",Private Equity,27.6375,2017.0,March
2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,undisclosed investor,Seed Funding,0.825,2017.0,March
2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"idg ventures, blume ventures, saha fund,",Private Equity,11.1375,2017.0,March
2017-03-16,ShilpMIS,Technology,Virtual Reality platform,Surat,"puneet gupta, nimitt desai & others",Seed Funding,0.0,2017.0,March
2017-03-16,POPxo,Consumer Internet,Digital Media publication for women,New Delhi,"gree ventures, kalaari capital and idg ventures india, summit media, atul goel, and gurpreet singh",Private Equity,25.575,2017.0,March
2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"sujeet kumar, bhupender singh, yashish dhaiya",Seed Funding,1.65,2017.0,March
2017-03-17,FarMart,Technology,Farming rental equipment provider,Gurgaon,indian angel network,Seed Funding,0.0,2017.0,March
2017-03-21,Flipkart,eCommerce,ECommerce Marketplace,Bangalore,"microsoft, ebay, tencent holdings",Private Equity,11550.0,2017.0,March
2017-03-21,Airpay,Technology,Online payment Gateway,Mumbai,"kalaari capital, rakesh and rajesh jhunjhunwala",Private Equity,30.2775,2017.0,March
2017-03-21,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,l\\xe2\\x80\\x99occitane,Private Equity,43.725,2017.0,March
2017-03-22,The Mons Co.,eCommerce,Pregnancy & Baby Care etailer,New Delhi,"shripad nadkarni, nandu nandkishore",Seed Funding,0.0,2017.0,March
2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"ravi saxena, sandeep raju,",Seed Funding,1.57575,2017.0,March
2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"sequoia capital, kinzon capital",Private Equity,123.75,2017.0,March
2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,"ftv capital, zodius capital",Private Equity,462.0,2017.0,March
2017-03-24,Bizom,Technology,supply chain automation platform,Bangalore,ojas ventures,Seed Funding,3.1515,2017.0,March
2017-03-24,BabyonBoard,Consumer Internet,Parenting Mobile App,Bangalore,"mahavir sharma, vishal jain, rohit sethi, gaurav luniya",Seed Funding,0.0,2017.0,March
